,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context
336775,Gut so!,FDP,Dr. Wieland Schinnenburg,DIE LINKE,Katja Kipping,2018-10-11,152110,"ährt alle!) Was uns aber heute unter dem Titel „Teilhabechancengesetz“ vorgelegt wird, hat mit garantierter Teilhabe wenig zu tun. Es bleibt beim gezielt kleingerechneten Existenzminimum für Hartz‑IV-Beziehende. Es bleibt bei den Sanktionen und bei der Anrechnung innerhalb der Bedarfsgemeinschaft. ("
35442,Das ist richtig!,CDU/CSU,<unknown>,CDU/CSU,Hannelore Rönsch,1995-03-09,22620," gestaltet sehen will.  (Horst Sielaff [SPD]: Sie haben die Forde rungen nicht gehört!)  Auch da war die Redezeit sehr schnell zu Ende, und  wir haben immer noch nichts von den Perspektiven  gehört, auf die sich unsere Bäuerinnen und Bauern  verlassen können.  (Beifall bei der CDU/CSU und der FDP - "
437568,Was dann?,SPD,von Malottki,CDU/CSU,Thomas Jarzombek,2023-09-21,195658,ulung im vierten und im fünften Lebensjahr. Da müssen wir etwas tun. Das sagt uns auch die Bildungsforschung. (Ria Schröder [FDP]: Sie regieren doch in den Ländern!) Und deshalb sieht unser Antrag heute einen verbindlichen Test und verbindliche Maßnahmen im vierten und fünften Lebensjahr vor. (Erik 
391303,Die definieren Gott sei Dank nicht Sie!,GRÜNE,Britta Haßelmann,fraktionslos,Matthias Helferich,2021-12-15,179580,"hörigkeitsrecht noch weiter zu liberalisieren, sprechen hierfür. Das, was Sie eine Modernisierung des Staatsangehörigkeitsrechts nennen, ist eine weitere Entwertung der Zugehörigkeit zu unserem Staatsvolk, eine Verwässerung der tiefen und unteilbaren Loyalität zu Deutschland. (Beifall bei der AfD – "
304642,Das wäre ja auch noch schöner!,GRÜNE,Nicole Maisch,SPD,Ursula Schulte,2016-02-25,136905,"sidentin! Sehr verehrte Damen und Herren auf der Tribüne! Liebe Kolleginnen und Kollegen! Wir haben vor knapp einem Monat den Kinder- und Jugendschutz gestärkt. Wir haben nämlich beschlossen, dass Tabakwaren und elektronische Zigaretten nicht mehr an Kinder und Jugendliche abgegeben werden dürfen. ("
149291,Jetzt haben Sie sie wieder herausgenommen! Wo ist die Fundpapierdatei denn in Ihrem Fraktionsantrag geblieben? Die ist gestrichen!,CDU/CSU,Reinhard Grindel,SPD,Rüdiger Veit,2004-12-16,69777,"ich stärker um die Frage der Passbeschaffung bemühen.  Bemerkenswert ist auch Ihre Forderung nach einer zentralen Passabgleichstelle. Dazu kann ich nur sagen: Wir haben ja gerade bei dem ersten Versuch, das Zuwan- Rüdiger Veitderungsgesetz anzupassen, eine Fundpapierdatenbank gesetzlich verankert. ("
291847,"Das kommt aber für viele Häuser in der Fläche schon zu spät, viel zu spät!",DIE LINKE,Kathrin Vogler,SPD,Hilde Mattheis,2015-03-05,130877,"elesen haben – ich bin überzeugt, dass ihn alle gelesen und auswendig gelernt haben –, dann wissen Sie: Wir gehen nicht nur die Reform des Medizinstudiums an; wir werden auch bezüglich der Krankenhausfinanzierung einiges regeln, was wichtig ist und diese Versorgungsstrukturen sichert und ausbaut.  ("
160158,Sehr richtig!,CDU/CSU,Hartmut Koschyk,CDU/CSU,Ingbert Liebing,2005-12-16,73189,". Denn was hätten Sie mit Ihrer Position erreicht? Sie haben doch nur erreicht, dass es eben keine Verständigung gegeben hat. Diente das denn den Interessen der Verbraucher mehr? Haben Sie durchgesetzt, dass das Thema Altstoffe – es geht um die Stoffe von vor 1981 – jetzt wirklich angepackt wird?  ("
80023,Ihr habt euch doch nie darum gekümmert!,SPD,<unknown>,CDU/CSU,Werner Lensing,2000-05-11,47847,"ihrem Antrag berücksichtigt. So viel Konsequenz hätte mich im Übrigen auch erstaunt. Doch eines muss klar sein, meine sehr verehrten Damen und Herren: Die Mobilisierung bisher bildungsbenachteiligter Gruppen, so wichtig diese ist, und die Verwirklichung „lernender Regionen“ reichen eben nicht aus.  "
101786,"Herr Kollege Lippelt, Sie dürfen den Präsidenten nicht kritisieren! Seien Sie vorsichtig!",CDU/CSU,Dr. Karl-Heinz Hornhues,GRÜNE,Dr. Helmut Lippelt,2001-11-28,55336,"st denn das für ein Niveau?) Dann haben Sie, Herr Präsident, über den „Unterwerfungsparteitag“ gesprochen und Sie, Herr Hoyer, haben von einem seidenen Faden und einem Gewissen, das uns in Rostock abgekauft worden sei, geredet. Herr Solms, Sie haben ja unseren Kollegen Oswald Metzger angesprochen, ("
64365,"Das glaube ich nicht, Frau Schwaetzer!",SPD,<unknown>,FDP,Dr. Irmgard Schwaetzer,1998-12-10,41200,"wirrung hinterlassen! – Dr. Thea Dückert [GRÜNE]: Bei Ihnen, aber nicht bei den Betroffenen!) Ich will das an ein paar Beispielen deutlich machen. Erstens. Die gesetzliche Regelung der vollen Lohnfortzahlung im Krankheitsfall wird in die nächsten Tarifverhandlungen zusätzlichen Streit hineintragen. "
281078,Ich auch!,GRÜNE,Oliver Krischer,SPD,Sigmar Gabriel,2014-05-07,125692,"rd, den Kostenanstieg auszubremsen, sparen, indem man einfach die Ausnahmen für die stromintensive Industrie abschafft, die immerhin zu einer Mindereinnahme von 5 Milliarden Euro führen.  (Zuruf des Abg. Oliver Krischer [GRÜNE])  – Doch, das war der Vorhalt dort; ich war ja auf der Veranstaltung.  ("
378507,Das ist eine reine Hetzrede!,GRÜNE,Steffi Lemke,AfD,Iris Harder-Kühnel,2020-11-19,171579,"ellschaften, die man in Nordafrika und im Nahen und Mittleren Osten antreffen kann. Deutschland ist auf dem besten Weg, zu einer solchen Gesellschaft zu werden. Sie machen Berlin zu Bagdad. (Beifall bei der AfD – Marianne Schieder [SPD]: Wussten wir doch, dass es nur eine kurze Zeitspanne dauert! – "
398038,Das steht aber so nicht im Gesetzentwurf drin!,CDU/CSU,Kai Whittaker,GRÜNE,Frank Bsirske,2022-05-13,182924,"n können, trifft nicht zu, liebe Jessica Tatti. Sie haben in manchem recht, an diesem Punkt nicht. (Jessica Tatti [DIE LINKE]: Damit habe ich auch recht!) Wir werden zweifelsfrei rechtlich klarstellen, dass dem auch so ist, wie ich es Ihnen sage. (Beifall beim GRÜNE sowie bei Abgeordneten der SPD – "
335016,Ruhe da hinten! Lesen Sie mal die Geschäftsordnung! Es darf auch eine Bemerkung sein!,DIE LINKE,Matthias W. Birkwald,GRÜNE,Sven-Christian Kindler,2018-09-12,151228," dass es natürlich notwendig ist, sich von jeder Gewalt zu distanzieren und gewaltfrei gegen Rassismus, Nazis und Antisemitismus auf die Straße zu gehen. (Zuruf von der AfD: Frage!) – Ich muss keine Frage stellen. Eine Zwischenbemerkung ist in Ordnung. (Zuruf von der AfD: Frage! – Gegenruf des Abg. "
61416,Wer hat  die Aktuelle Stunde beantragt? Sie oder  wir?,CDU/CSU,Erwin Marschewski,SPD,Dr. Cornelie Sonntag-Wolgast,1998-05-27,39703,"n sich dem Endresultat Ihrer falschen Politik. Sie greifen eine angespannte Stimmungslage auf und reizen viele Menschen dazu, für die eigenen Sorgen und die eigene  Unzufriedenheit Sündenböcke zu suchen. Das ist fatal und verantwortungslos.  (Beifall bei der SPD sowie bei Abgeordne-ten des GRÜNE -  "
61944,Das kann schon sein!,GRÜNE,Halo Saibold,SPD,Susanne Kastner,1998-06-18,39977,"ört!) Einer dieser Anträge lautet „Kurgewährung nach  medizinischer Indikation"". Warum wird im Bayerischen Landtag dieser Antrag gestellt, wenn Sie sagen: Das ist längst möglich? Attestieren Sie Ihren  Kollegen im Bayerischen Landtag, daß sie die Gesetze des Herrn Seehofer nicht beg riffen haben?  ("
137388,Zuhören!,CDU/CSU,Ronald Pofalla,SPD,Dr. Hans-Peter Bartels,2004-03-25,65932,"ung und Sache der militärischen Fachleute. Da mischt der Bundestag nicht mit. Es ist Quatsch, wenn Kollege von Klaeden – dies hat er auch in der letzten Bundestagsdebatte zur Bundeswehrreform getan – befürchtet, wir wollten eine Gewaltenvermischung in Gesetzesform festschreiben. Wo denn? Wie denn? ("
373416,Ich nicht!,SPD,Timon Gremmels,AfD,Steffen Kotré,2020-09-11,168893," nur um den Kampf gegen die AfD. Wenn ich dort als Umweltschützer bin und den Wald schützen will, wenn also jemand kommt, der unterstützen will, der seine Unterstützung anbietet und nachfragt, wie er unterstützen kann, und das dann abgelehnt wird, das zeugt eben von dieser Ideologie, die Sie haben ("
320475,Ach Gott!,CDU/CSU,Dr. Jan-Marco Luczak,GRÜNE,Katja Keul,2017-04-28,144212,"ich sind, dann geben Sie zu, dass das bis auf die CSU letztlich auch alle hier im Deutschen Bundestag vertretenen Parteien erkannt haben. Lassen Sie sich in dieser Frage bitte nicht schon wieder durch diese bayerische Regionalpartei aufgrund deren Profilierungssucht vorführen. (Beifall beim GRÜNE – "
412705,Das kann man sich im Haushaltsplan anschauen!,SPD,Andreas Schwarz,AfD,Rüdiger Lucassen,2022-11-23,187734,"n zu machen, aber sie schafft es nicht, das Geld für unsere Streitkräfte auszugeben. Was die Bundesregierung unserer Bundeswehr antut, ist Sabotage, Sabotage durch Unfähigkeit. (Beifall bei der AfD) Liebe Kollegen, was könnte eine willige und fähige Bundesregierung mit 100 Milliarden alles machen? ("
365887,Immer noch!,GRÜNE,Filiz Polat,CDU/CSU,Philipp Amthor,2020-02-13,164747,"assungsschutz ganz bewusst und richtig entschieden hat, beim Flügel näher hinzuschauen und auch die Beziehungen zur rechtsextremistischen Gruppierung innerhalb der AfD anzuschauen. Da war Ihre Forderung noch, den Verfassungsschutz am besten abzuschaffen, seine Haushaltsmittel völlig zu reduzieren. ("
459782,Stimmt!,SPD,Dr. Karamba Diaby,GRÜNE,Max Lucks,2024-04-25,202577,Sehr geehrter Herr Präsident! Liebe Kolleginnen und  Kollegen! Jedes Menschenleben ist gleich viel wert. (
8406,So ist es!,SPD,<unknown>,CDU/CSU,Dr. Theodor Waigel,1992-01-17,4890,"Gesetzentwurf der Bundesregierung wollen wir keine Diskussion über die Neugliederung des  Bundesgebietes beginnen.  (Zuruf von der SPD: Na?)  Die Befürchtungen der Länder sind hier unbegründet.  Das Bundesbankgesetz wäre ein schlechtes Instrument, um eine solche Initiative auf den Weg zu  bringen.  "
367502,Das stimmt!,SPD,Dagmar Ziegler,DIE LINKE,Katja Kipping,2020-03-06,165369,"ng Ihrer eigenen Geschichte? Wissen Sie, mein Großvater war in der Blockpartei LDPD, die sich mit der FDP vereinigte. Mir kann niemand erzählen, dass alle Blockparteimitglieder systemkritisch waren. So mancher entschied sich nämlich auch dafür, weil das einfach nur förderlich für die Karriere war. ("
255228,Quatsch!,FDP,Joachim Spatz,GRÜNE,Manuel Sarrazin,2012-05-11,113989," dem, was Herr Krichbaum gewürdigt hat? Es war die Hohe Behörde, die die gemeinsame Montanunion verwaltet. Die Europapolitik dieser Regierung bricht mit dem Erbe von Schuman, weil Frau Merkel in Brügge mit der Unionsmethode zum Angriff auf die Kommission und das Europäische Parlament geblasen hat. ("
437870,Sie arbeiten mit Rechtsextremen zusammen! Sie stimmen mit denen zusammen ab! So legitimiert man Rechtsextremismus in Deutschland!,GRÜNE,Julian Pahlke,CDU/CSU,Alexander Hoffmann,2023-09-21,195723," Ihre Partei!) Die spannende Frage, die Sie sich stellen müssen, ist doch: Warum nehmen Sie der AfD dieses Thema nicht einfach weg? Denn die Leute erwarten nicht von heute auf morgen eine Lösung, sondern die Leute erwarten, dass Sie sich ernsthaft um dieses Thema kümmern. (Beifall bei der CDU/CSU – "
420910,Haben Sie doch gemacht 16 Jahre lang!,AfD,Dr. Bernd Baumann,CDU/CSU,Thorsten Frei,2023-03-02,190414,"E]: Mein Gott! Das Gesetz darauf zu reduzieren, ist echt peinlich!) Und was planen Sie in den nächsten Wochen? Dass man zukünftig auch durch eidesstattliche Versicherung die Identität feststellen kann. Das ist das Gegenteil einer Politik, die notwendig wäre. Das ist eine Politik der offenen Türen. ("
306962,"Dann bin ich gespannt, wann!",GRÜNE,Dr. Valerie Wilms,CDU/CSU,Patrick Schnieder,2016-04-29,138009," machen die Länder!) Wir wollen nicht „Wunsch und Wolke“ hineinschreiben, sondern wir haben eine realistische Vorstellung davon niedergeschrieben, was wir bis 2030 umsetzen können. Deshalb gilt die Aussage: Was dort im Vordringlichen Bedarf erscheint, wird auch realistisch umgesetzt werden können. ("
351737,Haben Sie den Antrag nicht gelesen?,CDU/CSU,Christoph Bernstiel,GRÜNE,Katrin Göring-Eckardt,2019-06-06,159050," Kohl gemacht, die haben die Menschen in der DDR gemacht, Frau Connemann. Das zu würdigen, ohne so zu tun, als ob es doch irgendjemand anderes gewesen ist, könnte diese Debatte heute in aller Ehrlichkeit vertragen. (Beifall beim GRÜNE, bei der SPD und der LINKEN sowie bei Abgeordneten der CDU/CSU – "
455186,Endlich! Ihre eigenen Erfahrungen!,AfD,Martin Reichardt,SPD,Helge Lindh,2024-02-23,201007,"lingt etwas unlogisch; aber egal, ist so. (Jörn König [AfD]: Vor Ihren Klamotten haben wir Angst! Sonst nicht!) Am Ende wird dieser AfD-Fan reumütig und sentimental. Eigentlich, sagt er zu mir, bin ich ja ziemlich erbärmlich. Ich bin nicht groß, ich bin klein. Ich kenne nur Dagegen und kein Dafür. ("
358882,Richtige Frage!,DIE LINKE,Jan Korte,DIE LINKE,De Masi,2019-11-14,162173," einen eigenen Antrag, und den kennen Sie auch!) Die EU-Kommission hat ermittelt, dass mittelständische Unternehmen 30 Prozent mehr Steuern zahlen als die großen Multis in Europa. (Dr. Gesine Lötzsch [DIE LINKE]: Unglaublich!) Warum finde ich dazu nichts im Antrag der FDP? (Beifall bei der LINKEN – "
112341,Sie lassen den Laden hinter sich!,CDU/CSU,Wolfgang Zöller,GRÜNE,Monika Knoche,2002-06-27,58392,"Sehr geehrte Herren und Damen! Ich nehme nicht an, dass Sie mich mit einbezogen haben, Frau Widmann-Mauz, als Sie meinten, die Nerven lägen blank. Mir geht es eigentlich gut. (Wolfgang Lohmann [Lüdenscheid] [CDU/ CSU]: Sie nehmen das gelassen! Das stimmt! – "
131872,Das wird ausgeweitet! Das haben wir bewusst einbezogen!,GRÜNE,Franziska Eichstädt-Bohlig,CDU/CSU,Ursula Heinen,2003-11-26,64011,"g; darüber brauchen wir nicht zu diskutieren. Aber Verbraucherpolitik umfasst doch nicht nur nachhaltigen Konsum und Ernährungsfragen. Es geht heutzutage noch um ganz andere Themen. Ich nenne Stichworte wie Altersvorsorge, Mietfragen, Finanzierung des Eigenheims, Produkt- und Energieberatung etc.  ("
25194,Das muß sein!,FDP,Dr. Dieter Thomae,CDU/CSU,Horst Seehofer,1993-10-28,15372,"stalten. Möglicherweise  wird es danach weniger Institute geben. Der Vorwurf,  man würde damit Einfluß auf die Wissenschaft nehmen wollen, liegt völlig daneben. Ich möchte, daß die  Institute noch mehr Verantwortung bekommen und  noch mehr Eigenverantwortlichkeit zeigen als in der  Vergangenheit.  ("
413038,Alles schon im Ausschuss erledigt und erklärt!,GRÜNE,Lisa Badum,AfD,Karsten Hilse,2022-11-24,187818,"et werden. Eines der Hauptziele ist es aber offensichtlich, eine mögliche Reparatur von Nord Stream 2 zu verunmöglichen. Nachdem die Bundesregierung keinerlei – keinerlei! – Schritte unternimmt, um die Zerstörung dieser wichtigen Lebensadern aufzuklären, ja, sogar Fragen von Abgeordneten abbügelt, ("
280404,Da bin ich mal gespannt!,CDU/CSU,Henning Otte,DIE LINKE,Niema Movassat,2014-04-08,125496,"rikanischen Republik. Ich sage Ihnen: Frankreich ist nicht Teil der Lösung, sondern Teil des Problems. Dessen Truppen müssen raus aus Zentralafrika. Das wäre ein Beitrag zur Deeskalation.  (Beifall bei der LINKEN – Henning Otte [CDU/CSU]: Und was würden Sie dann machen?)  – Darauf komme ich noch.  ("
200424,Hartz IV kommt noch!,SPD,Dr. Peter Danckert,DIE LINKE,Katrin Kunert,2009-03-05,92334,"INKEN) Diese Bedingungen an den Hochschulen führen dazu, dass es immer schwieriger ist, ein Studium zu absolvieren. Die Verkürzung und die Konzentration des Studiums bringen Probleme mit sich. Nun soll es für Spitzensportler eine Ausnahme geben.  (Dagmar Freitag [SPD]: Jetzt kommen wir zum Thema! – "
238390,"Das kriegen wir  hin, Marlene!",CDU/CSU,Michaela Noll,SPD,Marlene Rupprecht,2011-07-01,107202,"sen wissen, dass die Menschen um sie herum keine Denunzianten, sondern Nachbarn sind, mit denen man über Probleme reden kann. Daran arbeiten wir. Ich finde es sehr gut, dass wir das heute gemeinsam machen wollen. In diesem Sinne hoffe ich auf gute und gemeinsame Beratungen in den nächsten Monaten. ("
349330,"Kennen Sie sich ja gut aus, Herr Dehm!",AfD,Jürgen Braun,DIE LINKE,Dr. Diether Dehm,2019-04-11,157838,Sehr geehrter Herr Präsident! Die Forderung nach Abschaffung des Netzwerkdurchsetzungsgesetzes (Philipp Amthor [CDU/CSU]: Ist Quatsch!) unterstützen wir. Die Stärkung der Gesinnungspolizei im Internet – East StratCom Task Force – lehnen wir ab. (Beifall bei der LINKEN – 
83093,16 Jahre haben wir darauf gewartet! So schnell wie wir ist keiner!,SPD,Angelika Mertens,FDP,Hans-Michael Goldmann,2000-09-14,49008,"nicht der Wohnraum als solcher. Oder nehmen Sie die CO2-Minderung im Gebäudebereich. Nichts ist hier bisher zustande gebracht worden.  (Dietmar Schütz [Oldenburg] [SPD]:  Warten Sie mal ab!) – Warten Sie mal ab? Wir warten seit zwei Jahren, seit zwei Jahren sind Sie an der Regierung, Herr Schütz.  ("
388662,Eine Rede als Realsatire!,FDP,Graf Lambsdorff,DIE LINKE,Tobias Pflüger,2021-06-09,178057,"t irgendwelche Anträge dreimal oder viermal vorzulegen. Deshalb: Wir werden diesen Antrag ablehnen, weil es keinen Sinn macht, Reservisten noch in hohem Alter einzuziehen. Wir wollen eine zivile Bekämpfung der Pandemie, und dafür sollten wir kämpfen. Vielen Dank. (Beifall bei der LINKEN – Alexander "
102774,Das war uns aber ganz neu!,SPD,<unknown>,FDP,Gisela Frick,2001-11-30,55463,den keine Regelungen vom Lehrstuhl eines Universitätsprofessors oder vom Sessel eines Bundesverfassungsrichters aus treffen. Das ist ja schön und gut. Aber das Bundesverfassungsgericht ist der Hüter unserer Verfassung; das möchte ich Ihnen sehr deutlich sagen. (Beifall bei der FDP und der CDU/CSU – 
54893,"Aber ist das ein  Grund, es kaputtzumachen?",SPD,Waltraud Lehn,CDU/CSU,Roland Sauer,1997-09-11,36097,"ollten sich darüber im klaren sein, daß sich  die Menschen in den Vereinigten Staaten, in Großbritannien, in Frankreich, um nur wenige Staaten zu  nennen, glücklich schätzen würden, wenn ihr Gesundheitswesen medizinisch und pflegerisch auf  einem solch hohen Niveau stehen würde wie das  deutsche.  ("
277204,"Das haben Sie doch aufgeschrieben, ohne dass Sie die Rede kannten!",CDU/CSU,Michael Grosse-Brömer,GRÜNE,Agnieszka Brugger,2014-01-16,123847,"r umso drängendere Fragen. Auch da müssen Sie liefern. Was Sie im Interview vom Wochenende dazu gesagt haben, war enttäuschend. Ich finde, auch in Ihrer heutigen Rede, Frau Ministerin, haben Sie mehr Fragen gestellt als Antworten präsentiert.  (Beifall beim GRÜNE sowie bei Abgeordneten der LINKEN – "
